Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway l/100km,City l/100km,Popularity,Price
Kia,Optima Hybrid,2017,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,5,6,1720,25721
Kia,Optima,2014,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,5,6,1720,21575
Kia,Optima,2014,regular unleaded,274,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,7,11,1720,22825
Kia,Optima,2014,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,6,6,1720,26555
Kia,Optima,2014,regular unleaded,274,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,7,11,1720,29299
Kia,Optima,2015,regular unleaded,274,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,7,11,1720,22991
Kia,Optima,2015,regular unleaded,274,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,7,11,1720,29465
Kia,Optima,2016,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,7,10,1720,24850
Kia,Optima,2016,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,7,10,1720,29913
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,25144
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,20662
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,20911
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,24895
Subaru,Outback,2015,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,640,27385
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,22405
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,22654
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,25476
Subaru,Outback,2016,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,640,27717
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,20994
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,22986
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,22737
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,20745
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,25227
Subaru,Outback,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,29875
Subaru,Outback,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,21285
Subaru,Outback,2017,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,640,29045
Subaru,Outback,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,22986
Subaru,Outback,2017,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,640,31701
Subaru,Outback,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,640,26883
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,18421
Mitsubishi,Outlander Sport,2015,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,17674
Mitsubishi,Outlander Sport,2015,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,9,10,436,18836
Mitsubishi,Outlander Sport,2015,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,9,10,436,20745
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,18919
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,20081
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,16263
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,17259
Mitsubishi,Outlander Sport,2015,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,19583
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,19915
Mitsubishi,Outlander Sport,2016,regular unleaded,148,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,18421
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,18836
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,21077
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,19832
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,18670
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,17674
Mitsubishi,Outlander Sport,2016,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,17259
Mitsubishi,Outlander Sport,2016,regular unleaded,148,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,16263
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,22737
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,21575
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,20081
Mitsubishi,Outlander Sport,2017,regular unleaded,148,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,18670
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,21326
Mitsubishi,Outlander Sport,2017,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,7,9,436,17425
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,22986
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,20081
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,18836
Mitsubishi,Outlander Sport,2017,regular unleaded,148,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,8,10,436,16429
Mitsubishi,Outlander,2015,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,9,436,21741
Mitsubishi,Outlander,2015,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,20081
Mitsubishi,Outlander,2015,premium unleaded (recommended),224,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,436,23401
Mitsubishi,Outlander,2015,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,19251
Mitsubishi,Outlander,2016,premium unleaded (recommended),224,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,436,25725
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,20745
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,9,436,22405
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,19085
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,19915
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,9,436,21575
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,20745
Mitsubishi,Outlander,2017,premium unleaded (recommended),224,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,11,436,26306
Mitsubishi,Outlander,2017,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,20330
Mitsubishi,Outlander,2017,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,9,436,20745
Mitsubishi,Outlander,2017,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,9,436,22820
Mitsubishi,Outlander,2017,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,21160
Mitsubishi,Outlander,2017,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,8,9,436,21990
Mitsubishi,Outlander,2017,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,436,19500
Chrysler,Pacifica,2007,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,10,14,1013,20301
Chrysler,Pacifica,2007,regular unleaded,255,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,10,15,1013,28033
Chrysler,Pacifica,2007,regular unleaded,255,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,10,15,1013,22908
Chrysler,Pacifica,2007,regular unleaded,255,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,10,16,1013,22866
Chrysler,Pacifica,2007,regular unleaded,255,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,10,16,1013,29734
Chrysler,Pacifica,2007,regular unleaded,255,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,10,16,1013,25107
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,10,16,1013,25157
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,10,16,1013,22596
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,10,15,1013,28344
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,10,16,1013,30041
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,10,15,1013,23459
Chrysler,Pacifica,2008,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,10,15,1013,20447
Chrysler,Pacifica,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Passenger Minivan,8,13,1013,35270
Buick,Park Avenue,2003,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,9,14,155,32971
Buick,Park Avenue,2004,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,9,14,155,33552
Buick,Park Avenue,2005,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,9,13,155,33805
Volkswagen,Passat,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,5,7,873,24173
Volkswagen,Passat,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,5,7,873,25605
Volkswagen,Passat,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,5,7,873,28157
Volkswagen,Passat,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,5,7,873,22488
Volkswagen,Passat,2016,premium unleaded (required),280,6,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,8,11,873,30573
Volkswagen,Passat,2017,premium unleaded (required),280,6,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,8,11,873,24314
Volkswagen,Passat,2017,premium unleaded (required),280,6,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,8,11,873,28215
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,24493
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,24717
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,31457
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,34494
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,28908
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,25896
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,28635
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,27232
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,30054
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,27506
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,35897
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,26120
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,27514
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,31623
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,34536
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,35939
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,24758
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,30220
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,28917
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,26161
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,31365
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,27373
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,29963
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,25140
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,11,2009,34918
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,28776
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,36320
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,9,12,2009,26543
Volkswagen,Phaeton,2004,premium unleaded (recommended),335,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,11,16,873,53618
Volkswagen,Phaeton,2005,premium unleaded (recommended),335,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,11,16,873,55568
Volkswagen,Phaeton,2005,premium unleaded (recommended),335,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,11,16,873,61918
Volkswagen,Phaeton,2006,premium unleaded (required),335,8,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,11,16,873,55361
Volkswagen,Phaeton,2006,premium unleaded (required),335,8,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,11,16,873,61710
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,27987
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,33216
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,30685
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,27489
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,34544
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32345
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,26120
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,28817
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,30685
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,29357
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,24792
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,26659
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,31017
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32013
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32747
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,12,2202,38653
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32249
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32249
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,31419
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,27871
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,29925
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,26514
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,30755
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,25020
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,28535
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,27041
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,29365
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,2202,34171
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,12,2202,35665
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,30755
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,31253
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32581
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,30257
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,33079
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,31585
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,12,2202,39068
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,32581
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,27414
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,31087
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,31751
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,28908
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,26887
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,2202,34586
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,13,2202,29738
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,9,12,2202,36080
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,28244
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,25393
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,12,2202,31087
Mitsubishi,Precis,1992,regular unleaded,81,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,7,9,436,1660
Honda,Prelude,1999,regular unleaded,200,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,9,11,2202,2543
Honda,Prelude,1999,regular unleaded,200,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,9,11,2202,2794
Honda,Prelude,2000,regular unleaded,200,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,9,11,2202,3189
Honda,Prelude,2000,regular unleaded,200,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,9,11,2202,2827
Honda,Prelude,2001,premium unleaded (required),200,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,9,11,2202,21663
Honda,Prelude,2001,premium unleaded (required),200,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,9,11,2202,19588
Honda,Prelude,2001,premium unleaded (required),195,4,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,9,12,2202,20418
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,22140
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,23289
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,25676
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,24646
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,22140
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,23289
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,25676
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,5,5,2031,24646
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,6,5,2031,22140
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,6,5,2031,24646
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,6,5,2031,23289
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,6,5,2031,25676
Chrysler,Prowler,2001,premium unleaded (required),253,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,11,15,1013,37038
Chrysler,Prowler,2002,premium unleaded (required),253,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,11,14,1013,37038
